Date,Stock,Twit
11/14/19,AMZN,$AMZN Buying The Elliott Wave Dips At Blue Box Area elliottwave-forecast.com/st...  #Elliottwave #AMZN #Stocks #Trading
11/14/19,AMZN,The Best Two Mining Companies to leverage a Gold and Silver Up move and to Double your money within 2 - 3 months is... 
11/14/19,AMZN,$AMZN It’s closing red. Pretty obvious is you ask me and in-line with recent behavior. Probably pins at $1750 for OpEx.
11/14/19,AMZN,$AMZN Buying The Elliott Wave Dips At Blue Box Area elliottwave-forecast.com/st...  #Elliottwave #AMZN #Stocks #Trading
11/14/19,AMZN,Amazon cites 'unmistakable bias' in Microsoft's military cloud contract win $AMZN $MSFT cnbc.com/2019/11/14/amazon-...
11/14/19,AMZN,$AMZN expect a short term pop with cyber monday coming.  just bought 10 shares and hoping it hits 1780 by december 2nd
11/14/19,AMZN,$SPY money outflow to the sell side.. they are dumping on you now... don't be a muppet that overpays $AAPL $AMZN $GOOG
11/14/19,AMZN,$AAPL took a decent scalp on this play following the algos. Be aggressive not greedy #FLOWTRADE $DIS $SPY $ROKU $AMZN
11/14/19,AMZN,"Analysts Offer Early Take On Walmart's Q3, Highlight Advantages Over Amazon $AMZN $WMT benzinga.com/analyst-rating..."
11/14/19,AMZN,$AMZN weaker than I thought. Still looking for more upside before adding to my short position though. Being patient.
11/14/19,AMZN,$KHC $SPY $AMZN $FB    KHC overnight lotto swing.. 31 call at .15 cent ..can do 400 percent if there is a reversal
11/14/19,AMZN,"Although the technical rating is bad, $AMZN does present a nice setup opportunity. chartmill.com/stock/quote/A..."
11/14/19,AMZN,__ $AAPL $AMZN $BBY $JWN $TGT Why Cyber Monday is more important than Black Friday finance.yahoo.com/news/cybe...
11/14/19,AMZN,$UAVS @.50s:.....Low floater. Drone maker. Will partner with $AMZN and $WMT on Drone Delivery?....That is major.
11/14/19,AMZN,$AMZN $TSLA Good morning players!!!  Remember why you started!!!  RYU!!!  time to burn and earn boys and girls!!
11/14/19,AMZN,$AMZN Buying The Elliott Wave Dips At Blue Box Area elliottwave-forecast.com/st... #Elliottwave #Trading #Amazon
11/14/19,AMZN,"States' massive Google antitrust probe expanding into search, Android businesses cnbc.com/2019/11/14/states-..."
11/14/19,AMZN,Peak profit for the last 6 expired option alerts for $AMZN 33.11  | 3.85  | 56.25  | 56.29  | 46.94  | -2.27  |
11/14/19,AMZN,$AMZN looking for a move higher hourly showing low supply on down waves and bullish divergence on daily chart
11/14/19,AMZN,$AMZN how tf does this make any sense??? $SPY 308.90 $AMZN $1765 now $SPY 309.40 but somehow amzn $1762 wtf
11/14/19,AMZN,$AMZN RIPPING this stock is so overdue for a MASSSIIIIVVEEE run and I think $WMT eaenings is the catalyst  
11/14/19,AMZN,$AMZN [Nov-29 1770.00 Puts] Option volume Up +239.68 % |  Volume: 428 vs 126 sleekoptions.com/sleekscan....
11/14/19,AMZN,"$AMZN low 1730s by the end of the day without a doubt.  This turd only knows 1 direction, and it isn't up."
11/14/19,AMZN,"$AAPL $AMZN $CMCSA They’re not going to win customers if they just going to in-house contents, $VIA $LGF.A"
11/14/19,AMZN,"$AMZN after a week of a hell with bs price action, it would be sweet if we ended it with a $50 up day____"
11/14/19,AMZN,$AMZN how tf is this legal? Is there no law against market manipulation??? F*ck greedy a** option writers
11/14/19,AMZN,"$AMZN has a bad technical rating, but it does show a decent setup pattern. chartmill.com/stock/quote/A..."
11/14/19,AMZN,$AMZN should have dropped more after ER. But Algo’s are fucking w it. Every single move is non sense now.
11/14/19,AMZN,here's your chance to DUMP while you can $AMZN into this small regression of losses yesterday about half.
11/14/19,AMZN,$AMZN Slap on the face that said this was going down this morning our calls made us some money we are out
11/14/19,AMZN,"$AMZN has a bad technical rating, but it does show a decent setup pattern. chartmill.com/stock/analyze..."
11/14/19,AMZN,$AMZN $MSFT ( Full disclosure I own both) But come on we all know that AWS is the RIGHT choice for JEDI.
11/14/19,AMZN,09:40:37 AM Manual Exit. Closing my $AMZN position of 42 shares that was opened Nov 13 for a 0.21% gain.
11/14/19,AMZN,$AMZN Amazon won't break out what it makes from Prime memberships ... it's an embarrassment of riches! 
11/14/19,AMZN,$AMZN when Russia fails to meddle or manipulate our elections Trump losses overwhelmingly. Go Kentucky!
11/14/19,AMZN,Walmart CEO Doug McMillon: 'We need even more progress on walmart.com/' cnbc.com/2019/11/14/walmart...
11/14/19,AMZN,"$AMZN $SPY rarely feel safe playing downside on this. Rather play upside, at a pivotal point here IMO"
11/14/19,AMZN,I lean $NKE b/c I already have $AMZN and $WMT somewhat duplicates them but $NKE is going its own way.
11/14/19,AMZN,$CPRT this is like a mini $AMZN straight moon since the 1990s. Needs a serious pullback just like $WM
11/14/19,AMZN,"$AMZN lower highs, can't hold the highs, what to do now? Long GOOGL, DIS, AAPL,  AMZN is the opposite"
11/14/19,AMZN,Remember ... watch Thursday Night Football on Amazon Prime across all devices. Free with membership.
11/14/19,AMZN,"Gifted 2,441 of Common Stock at average price $0 between 2019-11-12  sec.gov/Archives/edgar/data..."
11/14/19,AMZN,$AMZN The opportunity cost of sitting in this POS while it does nothing day after day  is too high.
11/14/19,AMZN,312 would be preferable $AMZN tape looks identical.. We may have a little  ETF weighted sale today.
11/14/19,AMZN,$BA $PCG $AMZN $MCD Im rolling with Trump! WE will continue to win with DJT! BULL MARKET UNTIL 2024
11/14/19,AMZN,"Micro-floater, dron stock $UAVS & $AMZN deal pending?......$UAVS getting hot on surging volume...."
11/14/19,AMZN,"$AMZN  what a fade again, will reenter puts at 1759. Noticeable fade at highs in the last 3 weeks"
11/14/19,AMZN,$AMZN so do this mean that amazon not getting the contract is a huge strain on Amazon? Utohhhhh
11/14/19,AMZN,"$AMZN not a bad company it’s just time for real correction and value swap, 15-1550 be real here"
11/14/19,AMZN,"Major owner of amazon.com/ just disposed of 2,441 shares  conferencecalltranscripts.o... $AMZN"
11/14/19,AMZN,$WMT at least you don't own this piece of shit  $AMZN like me and a bunch of other sorry souls
11/14/19,AMZN,$AMZN ok some other time I guess. Took my profit. Will reenter when mood improves consistently
11/14/19,AMZN,Dropping Amazon Provides Big Swoosh For Nike Stock $AMZN $NKE - investorplace.com/2019/11/d...
11/14/19,AMZN,11.14.19 Elliott Wave Updates For FANG: $FB $AMZN NFLX GOOGL   wavegenius.com/11-14-19-ell...
11/14/19,AMZN,$AMZN Stock Chart Broken! See Gareth's Downside Target Here... inthemoneystocks.com/amazon...
11/14/19,AMZN,Walmart is a grocery powerhouse. And it still has room to run. cnbc.com/2019/11/14/walmart...
11/14/19,AMZN,3 ETFs For #Walmart #Earnings $RTH $XLP $FTXD Also $WMT $AMZN talkmarkets.com/content/etf...
11/14/19,AMZN,"Amazon, Lionsgate sign multiyear streaming deal seekingalpha.com/news/35193... $AMZN, $LGF.A"
11/14/19,AMZN,$AMZN I swear this shit acts like it is on Viagra! Up for a while and then it goes down!!!!!
11/14/19,AMZN,$AMZN So were Walmart results good for AMZN or proof that Walmart is closing ground on AMZN?
11/14/19,AMZN,Nike Kicks amazon.com/ Into Bearish Territory drduru.com/onetwentytwo/201... $AMZN $NKE $FL
11/14/19,AMZN,"Moved HEAVILY uinto $SPY and $QQQ calls on todays dips, added to $AAPL and added to $AMZN"
11/14/19,AMZN,Walmart's Third Quarter Was a Mixed Performance $WMT $AMZN realmoney.thestreet.com/inv...
11/14/19,AMZN,$AMZN bahahaha no Bezos is being a cry baby. Oh yeah he will do really well in the NFL. 
11/14/19,AMZN,$AMZN market has the feeling of impending sell-off. Sorta the opposite of pork bellies.
11/14/19,AMZN,$NKE in my opinion Nike withdrawing from $AMZN will simply hurt them in a mid-long run
11/14/19,AMZN,"$AMZN sitting on strong support here 1749-1750, if this breaks then way lower tomorrow"
11/14/19,AMZN,Amazon $AMZN to Protest Pentagon Cloud Computing Contract Awarded to Microsoft $MSFT
11/14/19,AMZN,"last week premium sellers at 1850, this week 1750C $AMZN  insane premium $ take away"
11/14/19,AMZN,$AMZN I hate upside moves during this time of day but it was worth a scalp at least.
11/14/19,AMZN,$AMZN they way this has been - sorta shocked it is green on an all red index day....
11/14/19,AMZN,"$AMZN bezos gone : somewhere forking around , POS, dead money now May be back to 300"
11/14/19,AMZN,"$AMZN Will the negative comments, looks like it is ready to buy on the next big dip."
11/14/19,AMZN,$AMZN this stock only goes up in the morning and it gives it all up in the afternoon
11/14/19,AMZN,$AMZN 1800 will be a short snap for stock like this . Roll Up BABY ________________
11/14/19,AMZN,"He added to Boeing, added 80k shares in Amazon, and added a lot to Alphabet (GOOGL)"
11/14/19,AMZN,"$AMZN it looks like 1,750 is bottom and it’ll slowly go up from that. Any thoughts?"
11/14/19,AMZN,$AMZN Lionsgate Announces Agreement For Co.'s Films To Appear On Amazon Prime Video
11/14/19,AMZN,$AMZN Lionsgate Announces Agreement For Co.'s Films To Appear On Amazon Prime Video
11/14/19,AMZN,Lionsgate Announces Agreement For Co.'s Films To Appear On Amazon Prime Video $AMZN
11/14/19,AMZN,"$AMZN Damn, called for a red close and missed it by $2. Close enough for this __."
11/14/19,AMZN,$AMZN keep your losses small. When this finally runs it wil make 10x your gamble
11/14/19,AMZN,$AMZN gonna need to hold the 1759-1761 range for a few hours or it's going down.
11/14/19,AMZN,$LGF.B $LGF.A Movies to launch on Amazon Prime Video $AMZN in UK 2020 Jan 1st...
11/14/19,AMZN,Walmart's Online Grocery Growth Remains Strong as Amazon Begins a Counterattack
11/14/19,AMZN,"Jumia: Discounting Cash seekingalpha.com/article/42... $JMIA, $AMZN, $FB, $UBER"
11/14/19,AMZN,$AMZN here is what Amazon shorters are doing ... youtube.com/watch?v=i7Ofuoy...
11/14/19,AMZN,$AMZN tomorrow this will be up so much! Lol! Bears are now freaking out ______
11/14/19,AMZN,$NFLX or $AMZN need to acquire rights to stream DC movies to compete with $DIS
11/14/19,AMZN,$AMZN Really has to participate finally. Let’s go maybe tomorrow or next week.
11/14/19,AMZN,Fly Intel: What to watch in Nvidia earnings report $NVDA $AMZN $INTC $VMW $AMD
11/14/19,AMZN,"$AMZN So, no biggies' 13-F shows any activity in $AMZN! that's disappointing."
11/14/19,AMZN,$AMZN weakk. Closed to recover half my loss from yesterday.  Should go up now
11/14/19,AMZN,"$AMZN look google man this SOG SOB bezos ruining , May be sleeping somewhere"
11/14/19,AMZN,$AMZN looks like a few apple sellers moving some money over to amzn says T&S
11/14/19,AMZN,$AMZN - Monthly performance of the algo based option alerts posted for AMZN 
11/14/19,AMZN,$AMZN Sold my entire lot @ 1774. Will re-enter at my 2 buy rungs [in white].
11/14/19,AMZN,"$AMZN  If Trump wins 2020 he will destroy Bezos, already took $10B from him"
11/14/19,AMZN,$SPY $AMZN does Amazon look due for a bounce here? The holidays are coming.
11/14/19,AMZN,"Analysts Offer Early Take On Walmart's Q3, Highlight Advantages Over Amazon"
11/14/19,AMZN,$AMZN I would like at least one more test of 1740s to make me feel better.
11/14/19,AMZN,$AMZN so when do we find out that Buffet tripled his position ___________
11/14/19,AMZN,$AMZN Can't wait till this monster wakes up and slaps some bears silly.__
11/14/19,AMZN,Walmart Earnings Top As E-Commerce Sales Surge 41%; Dow Jones Giant Rises
11/14/19,AMZN,"$SPY WAY TO KANY GLITCHES JUST NOW, every night glitch $AAPL $AMZN $MSFT"
11/14/19,AMZN,$AMZN looks like the bottom of the channel (around 1725) might be tested
11/14/19,AMZN, GORO and AG … buy all the shares you can and Hold for an easy Double!!!
11/14/19,AMZN,"$AMZN close 1780+, overdue rsi low , short burn out if market goes green"
11/14/19,AMZN,$AMZN 14 dollars up from the 35 it's dropped in 2 days. Impress me more.
11/14/19,AMZN,Trump is warming up for his rally tonight in Louisiana. 8 pm start EDT.
11/14/19,AMZN,$AMZN this dollar eighty gain should hold through power hour later. Lol
11/14/19,AMZN,"$ROKU Black Friday deals, with Hulu, beats $AMZN fire stick . $WMT $DIS"
11/14/19,AMZN,$AMZN same as when protesters cry about anything lol short is still ez
11/14/19,AMZN,"$AMZN we were shorting for 1734.05, remember that? let's push it today"
11/14/19,AMZN,"$AMZN filed SEC form 4: Chairman, CEO and President BEZOS JEFFREY P: "
11/14/19,AMZN,"$AMZN it's Shamazon, the unbelievable poop stain of the stock market"
11/14/19,AMZN,"$AMZN alright, who did the YOLO on the Nov 2nd 1900 Strike Calls???"
11/14/19,AMZN,So Dan Tepper of Appaloosa Funds is literally copying my portfolio 
11/14/19,AMZN,$AMZN red by close its so fucking weak nowadays can't hold any gain
11/14/19,AMZN,$AMZN SHOOTING BACK TO 1785 GET IN NOW BEFORE YOU MUSS IT $SPY $QQQ
11/14/19,AMZN,$AMZN Appaloosa has just taken major new stake in these $GOOGL $FB
11/14/19,AMZN,$AMZN honestly f*ck MMs. Also shame on SEC for not doing anything.
11/14/19,AMZN,ALERT: $AMZN has found support and is V rallying off $WMT strength
11/14/19,AMZN,"$AMZN come on you piece of shit, one good goddamn day. Keep going."
11/14/19,AMZN,"$AMZN, $APHA Enthralling stocks at alphafinews.com/earnings-re..."
11/14/19,AMZN,$AMZN trump is definitely german.... hes conquering europe lol...
11/14/19,AMZN,$AMZN good bottom but its middle of nowhere could keep going down
11/14/19,AMZN,"("" no inflation from tariffs... do you hear that Powell?"" ) $TSLA"
11/14/19,AMZN,$AMZN they should not call it stocks..... should call it sfucks.
11/14/19,AMZN,To protest Pentagon's $10-billion cloud award to Microsoft????? 
11/14/19,AMZN,$AMZN Rise and Grind traders and investors. Let’s have some fun.
11/14/19,AMZN,$AMZN hasn't held a 4 dollar gain in 3 weeks. Not impressed yet.
11/14/19,AMZN,$AMZN seriously wtf??? $SPY recovered but this didn’t. F*ck MMs
11/14/19,AMZN,$AMZN Surely I'm not the only one thinking this is a joke now ?
11/14/19,AMZN,we shall see!!!  gnite everyone... see you all early in the am!
11/14/19,AMZN,$AMZN shix used move 20+ $...bought 1775 calls this morning.__
11/14/19,AMZN,$AMZN time to sell this POS and put my money to work for me!!!
11/14/19,AMZN,$AMZN bears are upset lmaoooooo!!! I WANT MY MONEY BY MONDAY
11/14/19,AMZN,Daily news snapshot for $AMZN wsfriend.com/daily/news/AMZ...
11/14/19,AMZN,$AMZN this fuckin stock is starting to piss me the fuck off
11/14/19,AMZN,$AMZN Just re-test $1750 so we can get it over with please…
11/14/19,AMZN,$AMZN this shit better pull back because I’m in $1740 puts
11/14/19,AMZN,"I can only image in ""Commander in Tweet"" will respond soon"
11/14/19,AMZN,$AMZN nice bounce off 1750. Let's try to break 1800 again.
11/14/19,AMZN,$AMZN bezos dead money now ..where t h is he frkng  around
11/14/19,AMZN,$AMZN everytime it test its bottom its goes even lower lol
11/14/19,AMZN,$AMZN this POS has almost bankrupted me in last one year.
11/14/19,AMZN,Just surpassed 100% on day 7 of my #smallaccountchallenge
11/14/19,AMZN,$AMZN China deals done ... get set go for next few days
11/14/19,AMZN,$AMZN is this a joke?? Seriously how tf is this legal??
11/14/19,AMZN,$AMZN give me low 1700s or high 1600s and I am a buyer
11/14/19,AMZN,$AMZN every morning I wake up and look at this like __
11/14/19,AMZN,$AMZN $NFLX tomorrow we finally start the upside move
11/14/19,AMZN,$MSFT Fuck you $AMZN crybaby bitches. Bezos is a fag.
11/14/19,AMZN,$AMZN  kicked & slapped my puts.  Momentum long today
11/14/19,AMZN,Tiki torches and hoodies are available at the door. 
11/14/19,AMZN,The Empire $AMZN challenges the Jedi $MSFT contract.
11/14/19,AMZN,$AMZN 1760 was my first short cover looking for 1725
11/14/19,AMZN,$AMZN geez.. futures are ripping.. anyone know why?
11/14/19,AMZN,$AMZN Is amzn OK? Haven't seen it so flat in years.
11/14/19,AMZN,$AMZN Anyone else skeptical that this move holds???
11/14/19,AMZN,Dropping Amazon Provides Big Swoosh For Nike Stock
11/14/19,AMZN,$AAPL  $GOOG $NFLX  $TSLA  $AMZN Green Green Green
11/14/19,AMZN,$AMZN $IWM Sideways for 12-18 months. Set to FLY.
11/14/19,AMZN,$AMZN i smell $1800 in the air. 2.5% up tomorrow
11/14/19,AMZN,Sentiment check __ $SPY $AAPL $QQQ $AMZN #stocks
11/14/19,AMZN,"Also, holding shares, not calls or futures, etc."
11/14/19,AMZN,Amazon took longer than I thought to object.... 
11/14/19,AMZN,$AMZN what is going on here? please pin at 1758!
11/14/19,AMZN,$AMZN breaking news: Amazon merging with Walmart
11/14/19,AMZN,Track today's losers. Live scans start 930am ET 
11/14/19,AMZN,Everything is UNSTOPPABLE $SPY $QQQ $AMZN $AAPL
11/14/19,AMZN,HERE COMES $AMZN ENJOYING PIN ACTION OFF $WMT  
11/14/19,AMZN,$AMZN almost time to short the semiconductors.
11/14/19,AMZN,$AMZN $1775 eod if MMs don’t screw it up again
11/14/19,AMZN,$AMZN this stock has literally stopped moving
11/14/19,AMZN,This is total haven  for premium seller $AMZN
11/14/19,AMZN,$AMZN this shit literally never does anything
11/14/19,AMZN,$AMZN trump successfully gaslighting powell.
11/14/19,AMZN,"Holding period is 6 months to 2 years, btw."
11/14/19,AMZN,i saw some doozy trades with the flash dip.
11/14/19,AMZN,bribery charge attempt on president (yowza)
11/14/19,AMZN,$AMZN wtf??? Another bs drop out of nowhere
11/14/19,AMZN,1. trump loves his tariffs ( eat it china )
11/14/19,AMZN,$AMZN AMZN challenging MSFT cloud contract
11/14/19,AMZN,$AMZN no yield here keep shorting this pig
11/14/19,AMZN,2. anything goes wrong its on powell today
11/14/19,AMZN,$AMZN relative strength today it’s green  
11/14/19,AMZN,"$AMZN low vol, calm before the rip or dip"
11/14/19,AMZN,$AMZN nearing time to buy IMHO. We’ll see
11/14/19,AMZN,$AMZN Is anyone here actually surprised? 
11/14/19,AMZN,$AMZN Up to the 50 SMA then we drop again
11/14/19,AMZN,$SPY This should pump $AMZN at least $3.
11/14/19,AMZN,__ ____________________________________ 
11/14/19,AMZN,Whatever ur selling Dan Tepper is buying
11/14/19,AMZN,$AMZN sad day... not performing. Wake up
11/14/19,AMZN,$AMZN it's fucking comical at this point
11/14/19,AMZN,$AMZN Now it is moving with the $QQQ 's.
11/14/19,AMZN,$AMZN Anyone’s guess what happens today.
11/14/19,AMZN,$AMZN SQUEEZE TIME......LETS GOO $18000
11/14/19,AMZN,$AMZN has been down for 2weeks straight
11/14/19,AMZN,View flow: optionsflow.aidedtrade.com/
11/14/19,AMZN,View flow: optionsflow.aidedtrade.com/
11/14/19,AMZN,"Fake, but at least that looks obvious."
11/14/19,AMZN,$AMZN crap it’s in downward dog now __
11/14/19,AMZN,$AMZN I love holding margin overnight
11/14/19,AMZN,$AMZN 1710 PUTS 2019-11-22 $41K SPLIT
11/14/19,AMZN,$AMZN 1700 PUTS 2019-11-22 $53K SPLIT
11/14/19,AMZN,$AMZN Walmart and Apple fading too...
11/14/19,AMZN,$LGF.A Let’s go full deal with $AMZN.
11/14/19,AMZN,$AMZN yall need to head over to $KDP
11/14/19,AMZN,$AMZN Well theres the suit $BB $MSFT
11/14/19,AMZN,$AMZN this is nothing but dead money
11/14/19,AMZN,$AMZN $1770+ close would be great!!!
11/14/19,AMZN,$AMZN how much will be friday close?
11/14/19,AMZN,"$AMZN daddy Bezos, help us out here"
11/14/19,AMZN,$AMZN is $1660 too much to ask for?
11/14/19,AMZN,Setting up a possible bull flag>>>
11/14/19,AMZN,$AMZN elevator down stairs up ____
11/14/19,AMZN,1750 rock solid support on $AMZN  
11/14/19,AMZN,$AMZN just burning up the premium.
11/14/19,AMZN,Why doesn't $AMZN just buy $LGF.A?
11/14/19,AMZN,$AMZN in 1750 puts at $6.7 Nov 15
11/14/19,AMZN,how many battle fronts at once..
11/14/19,AMZN,"Bozos , U lost . Live with it!  "
11/14/19,AMZN,but.. we may get usmca signed...
11/14/19,AMZN,$AMZN keep dropping for me baby.
11/14/19,AMZN,$AMZN  let's do the routine fade
11/14/19,AMZN,$SPOT $AVGO $CSCO $GOOGL $AMZN  
11/14/19,AMZN,$AMZN $TSLA Powell + PPI + Puts?
11/14/19,AMZN,$AMZN smells like shit in heree
11/14/19,AMZN,$AMZN still looking for 1777-78
11/14/19,AMZN,$AMZN dumped and bought Shopify
11/14/19,AMZN, sleekoptions.com/pps.aspx?s...
11/14/19,AMZN,apnews.com/e27f0ff8a1994bf1...
11/14/19,AMZN,$AMZN  Looks kinda beasty here
11/14/19,AMZN,$AMZN will this ever breakout.
11/14/19,AMZN,realmoney.thestreet.com/inv...
11/14/19,AMZN,investorplace.com/2019/11/d...
11/14/19,AMZN,$AMZN Great Stocks for you... 
11/14/19,AMZN,m.benzinga.com/article/1480...
11/14/19,AMZN,linkedin.com/feed/news/mcdo...
11/14/19,AMZN,interactiveswingtrading.com...
11/14/19,AMZN,$AMZN KEEP COMING DOWN. YEAHHH
11/14/19,AMZN,$AMZN wants to go back to 1700
11/14/19,AMZN,stockbeep.com/rdprelose.htm...
11/14/19,AMZN,investors.com/news/walmart-...
11/14/19,AMZN,$SPY $AAPL  $AMZN  $FB  $CSCO
11/14/19,AMZN,$ROKU moves better than $AMZN
11/14/19,AMZN,$AMZN why this keep dropping?
11/14/19,AMZN,$AMZN Waaaaaa I lost........
11/14/19,AMZN,$AMZN Appaloosa. Yes please.
11/14/19,AMZN,$AMZN just go over $1770 wtf
11/14/19,AMZN,__ $GOOGL $AMZN $MSFT $FIT 
11/14/19,AMZN,Breach 1695 soon $AMZN This
11/14/19,AMZN,$AMZN We Are UP????________
11/14/19,AMZN,$AMZN 2 words: NO DIVIDEND
11/14/19,AMZN,$AMZN   watching the fade
11/14/19,AMZN,$AMZN shooflyshoo screw!
11/14/19,AMZN,$AMZN yesterday. Repeat?
11/14/19,AMZN,$AMZN out last half flat
11/14/19,AMZN,$AMZN retest of $1750...
11/14/19,AMZN,$AMZN pop then fadeeeeee
11/14/19,AMZN,$AMZN best stock evaaaaa
11/14/19,AMZN,Crane_Man_for_President
11/14/19,AMZN,Wanttobecomemillionaire
11/14/19,AMZN,$AMZN turning ggggggggg
11/14/19,AMZN,Wanttobecomemillionaire
11/14/19,AMZN,Wanttobecomemillionaire
11/14/19,AMZN,InteractiveSwingTrades
11/14/19,AMZN,$SHOP probably a gift!
11/14/19,AMZN,$AMZN looks vulnerable
11/14/19,AMZN,$AMZN mo premium games
11/14/19,AMZN,$AMZN $1775-$1785!!!!!
11/14/19,AMZN,$AMZN Bezos the clown
11/14/19,AMZN,$AMZN Good trade news
11/14/19,AMZN,optionsforecast4u.com
11/14/19,AMZN,$AMZN wtf is this????
11/14/19,AMZN,$STMP  manipulated...
11/14/19,AMZN,$SPY $AMZN $BA $DIA 
11/14/19,AMZN,WallStreetElementary
11/14/19,AMZN,dustinmajorstocktwit
11/14/19,AMZN,WallStreetElementary
11/14/19,AMZN,WallStreetElementary
11/14/19,AMZN,WallStreetElementary
11/15/19,AMZN,We look forward to working collaboratively to develop and distribute a diverse portfolio of branded hemp-derived CBD food and wellness products in the U.S. and Canada.” 
11/15/19,AMZN,"$PINS Looking at charts of  $AMZN around the same time shows me that people take advantage of the unsteady ground until Black Friday shopping. Pins is very different from other social media for it took shopping and made it social. Instagram is trying to do the same thing, but to less of an effect due to it's demographic being too young to really have any established cash to use.  Whereas Pins has a much older demographic (at the 30+ yr old range) and so will have the cash to use and Pins can have a greater effect with its advertising than other similar media."
11/15/19,AMZN,"The difference between $AMZN and $AAPL is: Tim Cook knows how to play the game. The president is a factor and Tim leveraged and built a relationship with the president. Jeff Bozo disregarded the relationship building process, He disregarded his marriage, he doesn’t care about his company or his shareholders, and he has his head literally in space. The dude has made some really bad decisions this last year or so. He’s got a bad god complex and news flash, Bezos isn’t god. He can fuck up and he did badly. $AMZN will be dead money for a few years."
11/15/19,AMZN,"$AMZN if i had the power, i would fire the entire SEC and get rid of MMs. We have millions of people trading in the market so we wouldn’t have any liquidity problem plus i’d get rid of PDT which would help with the liquidity. Oh and most importantly if you’re a greedy option writer and collected an overpriced premium, you wouldn’t be able to trade the underlying equity until you buy back the sold contract. Only then we would have true free market that everyone can enjoy and make money."
11/15/19,AMZN,$MSFT $AMZN $IBM U.S. defense chief rejects Amazon's accusations of bias in cloud contract: U.S. Defense Secretary Mark Esper on Friday rejected any suggestion of bias in a Pentagon decision to award Microsoft Corp an up to $10 billion cloud computin.. https://newsfilter.io/articles/us-defense-chief-rejects-amazons-accusations-of-bias-in-cloud-contract-55715532ed9a919cc3d8c901db073838
11/15/19,AMZN,$FB $GOOGL $AMZN U.S. trade groups raise alarm over Canadian digital services tax: More than a dozen U.S. trade groups and the U.S. Chamber of Commerce on Friday urged the Trump administration to block a French-style digital services tax proposed by .. https://newsfilter.io/articles/us-trade-groups-raise-alarm-over-canadian-digital-services-tax-252589a4bae4f3d5a0c4bc51253ec2eb
11/15/19,AMZN,"$AMZN - Guys, this is actually a good thing - when she decides to turn (again, not today) On CALL options - ur going to get 35 cent Call options that are going to go to $35.00 - (We've all seen AMZN move $40 in one trading day) - that means a $3500 investment is going to turn into $350,000.00 - I will be posting that trade when it comes, in the next week or so - PAY-tience"
11/15/19,AMZN,"$GOOGL Showing lots of strength.  Appears that Big Boys are rotating to $GOOGL from $AMZN.  Seems immune to the battle with $ORCL and AG from 50 states.  Barring any bad news, Fibonacci Daily chart shows next resistance at $1376. RSI moving up, crossed over 70.  Stock up today in a decent volume today.  A good buy but can move up and down pretty fast on headline news__"
11/15/19,AMZN,"$MSFT $AMZN Esper responds to Amazon's JEDI protest: U.S. Defense Secretary Mark Esper is rejecting any notion of bias in a decision to award Microsoft the ""up to $10B"" JEDI cloud contract, which is part of a broader digital modernization process at .. https://newsfilter.io/articles/esper-responds-to-amazons-jedi-protest-7839326c160ed6653ad474f56767fca0"
11/15/19,AMZN,"$SPY $QQQ “The plan will be paid for through Labour's Green Transformation fund and by taxing U.S. multinational corporations Amazon (AMZN), Facebook (FB) and Alphabet parent Google (GOOGL), the speech said.” $EWU They are slowly morphing into a communist country. These are our allies, according to some of the lemmings. $GOOG $AMZN"
11/15/19,AMZN,"$MSFT They won nearly 20b government contracts even though the government stated that their cloud services were not in compliance. The important point is that their division is not even profitable. $SPY $QQQ $ORCL Oracle lawsuits targeted $AMZN was mis-aimed, should have gone after Microsoft. They might have won..."
11/15/19,AMZN,"$SPY  How anyone could take Larry Kudlow serious on what he says still baffles me. He's told more lies than Trump not just the past 3 years but his entire career. Do people not remember what he was saying in 2008? If you're buying the Market on what he says you're going to get killed, again $BABA $AAPL $HD $AMZN"
11/15/19,AMZN,"While us robinhood investors _______ watch the money we borrowed from our grandma ____  go down the __ with $ACB and then cash out __the rest to buy some weed __, $TLRY is all up in $WFM $WMT $AMZN and they ain't even tell us __. Well, they did, but we forget, because we were smokin that low grade $ACB flower. "
11/15/19,AMZN,"I wont tell you what it is or when it will go public, I have no dates or any detailed information,  I cant tell you where or when we can sign the deal & even though my suppliers are saying they wont go through with it because they want more benefits for them I think you really should pay for it now & trust me"
11/15/19,AMZN,"U.S. Defense Secretary Mark Esper rejects the notion of bias in a decision to award $MSFT the up to $10B JEDI cloud contract instead of $AMZN which is part of a broader digital modernization process at the Pentagon. He is ""confident it was conducted freely & fairly, without any type of outside influence."""
11/15/19,AMZN,$SPY I have NEVER seen weekend Wall Street at 100% short before. Who in their right minds will be bullish next week after the biggest dump ever made AH 7.5m shares sold worth $2.5B. $AMZN has been extremely week for weeks regardless of the SPY running. That’s a big tell sign we are due for a big pullback
11/15/19,AMZN,"$AMZN $AAPL $SQ $AMRN Trump has a show deal up his sleeve...when HE needs it. It won't be much, just dialling back on the tariffs he put in place himself. He is president for his own benefit...not yours or mine. he causes damage then fixes it for political gain. It's just a shame his base don't see it."
11/15/19,AMZN,"$WMT $AMZN amazon the stock is officially dead since the company’s executives don’t give 2 shits about the financial side of the company... typical behavior when a stock goes up by a lot... well, I have significantly reduced my position in this over the past few weeks... much better buys out there"
